scene,slot,step,setting,power,exposure,gain,policy_power,policy_exposure,policy_gain,ctl_dt,goal_dist,clearance,collided,x,y,z,local_x,local_y,local_z,look_target_x,look_target_y,look_target_z,look_target_local_x,look_target_local_y,look_target_local_z,geometry_kind,wall_x,back_wall_x,slit_center_y,slit_half_y,wall_half_z,goal_local_x,goal_local_y,camera_forward_x,camera_forward_y,camera_forward_z,fill_rate,quality_mean,invalid_rate,scene_effect_mean,scene_mask_mean,slit_cue_mask_mean,key_cue_artifact_mean,front_wall_hit_mean,back_wall_hit_mean,scene_mask_on_back_wall_mean,glare_invalid_rate,glare_quality_mean,local_mask_area,local_fill,local_depth_mean,local_depth_std,local_quality_mean,local_front_fill,local_front_area,slit_neighbor_front_band_fill,slit_neighbor_front_band_area,slit_neighbor_front_masked_fill,slit_neighbor_front_unmasked_fill,far_slit_fill,far_slit_clean_depth_fill,far_slit_area,far_slit_center_fill,far_slit_center_clean_depth_fill,far_slit_center_area,far_slit_edge_fill,far_slit_edge_clean_depth_fill,far_slit_edge_area,slit_adjacent_front_fill,slit_adjacent_front_area,slit_adjacent_front_quality_mean,clean_slit_shortcut,visible_slit_body_shortcut,whole_slit_black_flag,clean_slit_edge_shortcut,visible_slit_edge_shortcut,valid_separator_band_shortcut,local_edge_area,local_edge_fill,local_edge_quality_mean,panel,method,method_label,column_idx,reference_step,source_step,reference_local_x,source_policy_power,source_policy_exposure,source_policy_gain,scene_name
glare,far_right,13,fixed,0.5,0.5,0.5,0.8295222520828247,0.04901266470551491,0.059176005423069,0.06741337571453714,2.7272748947143555,0.9517862796783447,0.0,-1.2254154682159424,0.09849542379379272,1.5209234952926636,-1.2254154682159424,0.09849542379379272,1.5209234952926636,0.023635506629943848,0.09379047900438309,1.4724516868591309,0.023635506629943848,0.09379047900438309,1.4724516868591309,single_wall_slit,0.0,2.5210158824920654,0.5400000214576721,0.15000000596046448,1.0,1.5,0.0,0.9992407560348511,-0.003763957414776087,-0.03877747803926468,0.6041666865348816,0.5527979731559753,0.3958333432674408,0.43653780221939087,0.32735148072242737,0.3245173990726471,0.29855599999427795,0.7223873734474182,0.01596256159245968,0.01565033197402954,0.9440615177154541,0.036936234682798386,0.5208333333333334,0.24,1.125796914100647,0.015579947270452976,0.15849091112613678,0.3074733096085409,0.40653935185185186,0.0,0.10850694444444445,0.0,0.0,0.0,0.0,0.11429398148148148,0.0,0.0,0.09259259259259259,0.0,0.0,0.021701388888888888,0.0,0.021701388888888888,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04600694444444445,0.0,0.0,same_pose,fixed,Fixed,0,13,12,-1.2254154682159424,0.5,0.5,0.5,glare
glare,far_right,13,randfix,0.7201593518257141,0.36766287684440613,0.29706576466560364,0.8295222520828247,0.04901266470551491,0.059176005423069,0.06741337571453714,2.7272748947143555,0.9517862796783447,0.0,-1.2254154682159424,0.09849542379379272,1.5209234952926636,-1.2254154682159424,0.09849542379379272,1.5209234952926636,0.023635506629943848,0.09379047900438309,1.4724516868591309,0.023635506629943848,0.09379047900438309,1.4724516868591309,single_wall_slit,0.0,2.5210158824920654,0.5400000214576721,0.15000000596046448,1.0,1.5,0.0,0.9992407560348511,-0.003763957414776087,-0.03877747803926468,0.6047453880310059,0.5596259236335754,0.39525464177131653,0.42623353004455566,0.32735148072242737,0.3245173990726471,0.29855599999427795,0.7223873734474182,0.01596256159245968,0.01565033197402954,0.9436043500900269,0.03943933919072151,0.5208333333333334,0.2411111111111111,1.1259195804595947,0.01564820483326912,0.1689494550228119,0.3088967971530249,0.40653935185185186,0.0,0.10850694444444445,0.0,0.0,0.0,0.0,0.11429398148148148,0.0,0.0,0.09259259259259259,0.0,0.0,0.021701388888888888,0.0,0.021701388888888888,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04600694444444445,0.0,0.0,same_pose,randfix,Random fixed,0,13,12,-1.2254154682159424,0.7201593518257141,0.36766287684440613,0.29706576466560364,glare
glare,far_right,13,flightonly,0.8295222520828247,0.04901266470551491,0.059176005423069,0.8295222520828247,0.04901266470551491,0.059176005423069,0.06741337571453714,2.7272748947143555,0.9517862796783447,0.0,-1.2254154682159424,0.09849542379379272,1.5209234952926636,-1.2254154682159424,0.09849542379379272,1.5209234952926636,0.023635506629943848,0.09379047900438309,1.4724516868591309,0.023635506629943848,0.09379047900438309,1.4724516868591309,single_wall_slit,0.0,2.5210158824920654,0.5400000214576721,0.15000000596046448,1.0,1.5,0.0,0.9992407560348511,-0.003763957414776087,-0.03877747803926468,0.9950810074806213,0.8424910306930542,0.004918981343507767,0.0372949093580246,0.32735148072242737,0.3245173990726471,0.012464150786399841,0.7223873734474182,0.01596256159245968,0.01565033197402954,0.014426033943891525,0.7351906895637512,0.5208333333333334,0.9905555555555555,1.6768975257873535,1.0440343618392944,0.7916092872619629,1.0,0.40653935185185186,1.0,0.10850694444444445,1.0,0.0,0.9569620253164557,0.8860759493670886,0.11429398148148148,1.0,0.9125,0.09259259259259259,0.7733333333333333,0.7733333333333333,0.021701388888888888,1.0,0.021701388888888888,0.647813618183136,0.0,0.0,0.0,0.0,0.0,0.9569620253164557,0.04600694444444445,0.8930817610062893,0.4903847575187683,same_pose,flightonly,Ours,0,13,13,-1.2254154682159424,0.8295222520828247,0.04901266470551491,0.059176005423069,glare
glare,far_right,20,fixed,0.5,0.5,0.5,0.7741566300392151,0.03068571910262108,0.05892755836248398,0.0724536622742372,2.2639100551605225,0.44996076822280884,0.0,-0.7421680092811584,0.3123433589935303,1.5203161239624023,-0.7421680092811584,0.3123433589935303,1.5203161239624023,0.505618155002594,0.24875524640083313,1.5588653087615967,0.505618155002594,0.24875524640083313,1.5588653087615967,single_wall_slit,0.0,2.5210158824920654,0.5400000214576721,0.15000000596046448,1.0,1.5,0.0,0.9982289671897888,-0.05087048187851906,0.030839327722787857,0.386284738779068,0.3429330885410309,0.6137152910232544,0.6483315825462341,0.5116798877716064,0.508754312992096,0.4680539667606354,0.6533071994781494,0.027162395417690277,0.026491863653063774,0.9685907959938049,0.021660570055246353,0.7268518518518519,0.15565286624203822,0.652583658695221,0.007427454460412264,0.10691022872924805,0.21819196428571427,0.5185185185185185,0.0,0.009403935185185185,0.0,0.0,0.0,0.0,0.004050925925925926,0.0,0.0,0.003616898148148148,0.0,0.0,0.00043402777777777775,0.0,0.0007233796296296296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04716435185185185,0.0,0.0,same_pose,fixed,Fixed,1,20,18,-0.7421680092811584,0.5,0.5,0.5,glare
glare,far_right,20,randfix,0.7201593518257141,0.36766287684440613,0.29706576466560364,0.7741566300392151,0.03068571910262108,0.05892755836248398,0.0724536622742372,2.2639100551605225,0.44996076822280884,0.0,-0.7421680092811584,0.3123433589935303,1.5203161239624023,-0.7421680092811584,0.3123433589935303,1.5203161239624023,0.505618155002594,0.24875524640083313,1.5588653087615967,0.505618155002594,0.24875524640083313,1.5588653087615967,single_wall_slit,0.0,2.5210158824920654,0.5400000214576721,0.15000000596046448,1.0,1.5,0.0,0.9982289671897888,-0.05087048187851906,0.030839327722787857,0.3967013955116272,0.35287797451019287,0.6032986044883728,0.6391432881355286,0.5116798877716064,0.508754312992096,0.4680539667606354,0.6533071994781494,0.027162395417690277,0.026491863653063774,0.9635123610496521,0.0250503271818161,0.7268518518518519,0.16998407643312102,0.6523020267486572,0.007467656396329403,0.11907180398702621,0.23828125,0.5185185185185185,0.0,0.009403935185185185,0.0,0.0,0.0,0.0,0.004050925925925926,0.0,0.0,0.003616898148148148,0.0,0.0,0.00043402777777777775,0.0,0.0007233796296296296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04716435185185185,0.0,0.0,same_pose,randfix,Random fixed,1,20,18,-0.7421680092811584,0.7201593518257141,0.36766287684440613,0.29706576466560364,glare
glare,far_right,20,flightonly,0.7741566300392151,0.03068571910262108,0.05892755836248398,0.7741566300392151,0.03068571910262108,0.05892755836248398,0.0724536622742372,2.2639100551605225,0.44996076822280884,0.0,-0.7421680092811584,0.3123433589935303,1.5203161239624023,-0.7421680092811584,0.3123433589935303,1.5203161239624023,0.505618155002594,0.24875524640083313,1.5588653087615967,0.505618155002594,0.24875524640083313,1.5588653087615967,single_wall_slit,0.0,2.5210158824920654,0.5400000214576721,0.15000000596046448,1.0,1.5,0.0,0.9982289671897888,-0.05087048187851906,0.030839327722787857,0.9878472089767456,0.8678621649742126,0.01215277798473835,0.05240335315465927,0.5116798877716064,0.508754312992096,0.018734637647867203,0.6533071994781494,0.027162395417690277,0.026491863653063774,0.022079121321439743,0.7888186573982239,0.7268518518518519,0.98328025477707,1.3384895324707031,1.1287204027175903,0.8367144465446472,1.0,0.5185185185185185,1.0,0.009403935185185185,1.0,0.0,0.6428571428571429,0.6428571428571429,0.004050925925925926,0.72,0.72,0.003616898148148148,0.0,0.0,0.00043402777777777775,1.0,0.0007233796296296296,0.7906608581542969,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.04716435185185185,0.7423312883435583,0.47656676173210144,same_pose,flightonly,Ours,1,20,20,-0.7421680092811584,0.7741566300392151,0.03068571910262108,0.05892755836248398,glare
glare,far_right,25,fixed,0.5,0.5,0.5,0.7704986929893494,0.027564862743020058,0.058210935443639755,0.07198987223747517,1.9279518127441406,0.09757283329963684,0.0,-0.37358832359313965,0.45445120334625244,1.511789321899414,-0.37358832359313965,0.45445120334625244,1.511789321899414,0.8681706190109253,0.3184073567390442,1.556810975074768,0.8681706190109253,0.3184073567390442,1.556810975074768,single_wall_slit,0.0,2.5210158824920654,0.5400000214576721,0.15000000596046448,1.0,1.5,0.0,0.993407130241394,-0.10883506387472153,0.03601730987429619,0.0447048619389534,0.022230973467230797,0.9552951455116272,0.9561272859573364,0.7645300626754761,0.763978898525238,0.7028606534004211,0.5062913298606873,0.054151661694049835,0.049977269023656845,0.9885451793670654,0.005618899594992399,1.0,0.04470486111111111,0.30169570446014404,0.005308106075972319,0.022230973467230797,0.07542103978520869,0.5927372685185185,0.0,0.1099537037037037,0.0,0.0,0.0,0.0,0.40726273148148145,0.0,0.0,0.38527199074074076,0.0,0.0,0.02199074074074074,0.0,0.02199074074074074,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08622685185185185,0.0,0.0,same_pose,fixed,Fixed,2,25,22,-0.37358832359313965,0.5,0.5,0.5,glare
glare,far_right,25,randfix,0.7201593518257141,0.36766287684440613,0.29706576466560364,0.7704986929893494,0.027564862743020058,0.058210935443639755,0.07198987223747517,1.9279518127441406,0.09757283329963684,0.0,-0.37358832359313965,0.45445120334625244,1.511789321899414,-0.37358832359313965,0.45445120334625244,1.511789321899414,0.8681706190109253,0.3184073567390442,1.556810975074768,0.8681706190109253,0.3184073567390442,1.556810975074768,single_wall_slit,0.0,2.5210158824920654,0.5400000214576721,0.15000000596046448,1.0,1.5,0.0,0.993407130241394,-0.10883506387472153,0.03601730987429619,0.06611689925193787,0.03440002351999283,0.9338831305503845,0.9449517130851746,0.7645300626754761,0.763978898525238,0.7028606534004211,0.5062913298606873,0.054151661694049835,0.049977269023656845,0.981483519077301,0.009449797682464123,1.0,0.06611689814814815,0.30077651143074036,0.005211834795773029,0.03440002351999283,0.11154503295093972,0.5927372685185185,0.0,0.1099537037037037,0.0,0.0,0.0,0.0,0.40726273148148145,0.0,0.0,0.38527199074074076,0.0,0.0,0.02199074074074074,0.0,0.02199074074074074,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08622685185185185,0.0,0.0,same_pose,randfix,Random fixed,2,25,22,-0.37358832359313965,0.7201593518257141,0.36766287684440613,0.29706576466560364,glare
glare,far_right,25,flightonly,0.7704986929893494,0.027564862743020058,0.058210935443639755,0.7704986929893494,0.027564862743020058,0.058210935443639755,0.07198987223747517,1.9279518127441406,0.09757283329963684,0.0,-0.37358832359313965,0.45445120334625244,1.511789321899414,-0.37358832359313965,0.45445120334625244,1.511789321899414,0.8681706190109253,0.3184073567390442,1.556810975074768,0.8681706190109253,0.3184073567390442,1.556810975074768,single_wall_slit,0.0,2.5210158824920654,0.5400000214576721,0.15000000596046448,1.0,1.5,0.0,0.993407130241394,-0.10883506387472153,0.03601730987429619,0.9998553395271301,0.82309490442276,0.00014467592700384557,0.07653660327196121,0.7645300626754761,0.763978898525238,0.027692968025803566,0.5062913298606873,0.054151661694049835,0.049977269023656845,0.00011370786523912102,0.7886440753936768,1.0,0.9998553240740741,1.2959295511245728,1.185258150100708,0.82309490442276,1.0,0.5927372685185185,1.0,0.1099537037037037,1.0,0.0,0.9996447602131439,0.9996447602131439,0.40726273148148145,1.0,1.0,0.38527199074074076,0.993421052631579,0.993421052631579,0.02199074074074074,1.0,0.02199074074074074,0.8923436999320984,0.0,0.0,0.0,0.0,0.0,0.9996447602131439,0.08622685185185185,0.9983221476510067,0.8186898231506348,same_pose,flightonly,Ours,2,25,25,-0.37358832359313965,0.7704986929893494,0.027564862743020058,0.058210935443639755,glare
glare,far_right,26,fixed,0.5,0.5,0.5,0.766839325428009,0.027681633830070496,0.05966245010495186,0.0670455491962732,1.8558063507080078,0.03891633450984955,0.0,-0.29358118772506714,0.4764324426651001,1.5097846984863281,-0.29358118772506714,0.4764324426651001,1.5097846984863281,0.9461546540260315,0.3227927088737488,1.5539422035217285,0.9461546540260315,0.3227927088737488,1.5539422035217285,single_wall_slit,0.0,2.5210158824920654,0.5400000214576721,0.15000000596046448,1.0,1.5,0.0,0.9917886853218079,-0.12291179597377777,0.03532596677541733,0.01215277798473835,0.005918524693697691,0.9878472089767456,0.9716022610664368,0.7832582592964172,0.7818071842193604,0.7192625999450684,0.4389963150024414,0.06553982943296432,0.05878452584147453,0.9957857728004456,0.0020293118432164192,1.0,0.012152777777777778,0.2196173369884491,0.0035674991086125374,0.005918524693697691,0.023965763195435093,0.5070891203703703,0.0,0.10908564814814815,0.0,0.0,0.0,0.0,0.49291087962962965,0.0,0.0,0.47063078703703703,0.0,0.0,0.02228009259259259,0.0,0.02228009259259259,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07682291666666667,0.0,0.0,same_pose,fixed,Fixed,3,26,25,-0.29358118772506714,0.5,0.5,0.5,glare
